bid,btype,dated,trsource,destination,trip,route,pcount,snum,adults,child,revenue
9324,KSRTC,23-05-20,Udupi,Koppal,3,5,59,8,47,11,3524
11940,KSRTC,23-05-20,Koppal,Chikkamagaluru,2,5,56,5,44,11,3927
12631,KSRTC,23-05-20,Chikkamagaluru,Gulbarga,1,6,58,4,46,11,3239
12808,KSRTC,23-05-20,Yadgir,Bengaluru,3,10,56,3,44,11,4404
13388,KSRTC,23-05-20,DakshinaKannada,Gulbarga,1,2,55,1,44,11,3188
13541,KSRTC,23-05-20,Shivamogga,Haveri,3,1,55,1,44,11,4119
16451,KSRTC,23-05-20,Davangere,Kodagu,5,4,60,2,48,12,3189
19918,KSRTC,23-05-20,DakshinaKannada,Raichur,1,7,58,1,46,11,3853
20348,KSRTC,23-05-20,Chikballapur,Chikkamagaluru,1,3,59,8,47,11,4412
20518,KSRTC,23-05-20,Davangere,Shivamogga,1,10,56,3,44,11,3879
21045,KSRTC,23-05-20,Bengaluru,Dharwad,1,4,58,1,46,11,4329
26678,KSRTC,23-05-20,Shivamogga,Kodagu,4,10,60,3,48,12,3125
27772,KSRTC,23-05-20,Hassan,Haveri,3,10,55,6,44,11,3487
30211,KSRTC,23-05-20,Bidar,Dharwad,4,2,56,3,44,11,4476
30437,KSRTC,23-05-20,DakshinaKannada,Yadgir,5,6,56,6,44,11,3356
30792,KSRTC,23-05-20,Davangere,Kolar,2,7,56,1,44,11,3874
32789,KSRTC,23-05-20,Raichur,Belagavi,5,3,60,4,48,12,4387
35314,KSRTC,23-05-20,Dharwad,Bagalkot,2,7,59,6,47,11,3007
37476,KSRTC,23-05-20,Gulbarga,DakshinaKannada,4,3,58,5,46,11,3763
40075,KSRTC,23-05-20,Dharwad,Gulbarga,4,1,55,7,44,11,3035
40743,KSRTC,23-05-20,Bagalkot,Tumakuru,2,4,56,6,44,11,4306
47734,KSRTC,23-05-20,Mysuru,Chikballapur,1,5,60,3,48,12,4169
47795,KSRTC,23-05-20,Kolar,Chamarajanagar,5,2,57,6,45,11,3841
48151,KSRTC,23-05-20,Gulbarga,Bengaluru,4,6,60,1,48,12,4051
49112,KSRTC,23-05-20,Bengaluru,Shivamogga,5,4,59,1,47,11,3315
49148,KSRTC,23-05-20,Yadgir,Kodagu,3,7,57,5,45,11,3724
49275,KSRTC,23-05-20,Dharwad,Bijapur,3,10,58,3,46,11,3246
52897,KSRTC,23-05-20,Kodagu,Udupi,3,1,55,1,44,11,4391
55787,KSRTC,23-05-20,Mysuru,Bengaluru,5,10,57,2,45,11,3519
55938,KSRTC,23-05-20,Mandya,Kolar,2,1,55,5,44,11,3672
55941,KSRTC,23-05-20,DakshinaKannada,Bagalkot,3,9,58,4,46,11,3178
56628,KSRTC,23-05-20,Haveri,Kolar,5,5,55,1,44,11,4104
58240,KSRTC,23-05-20,Chikkamagaluru,Hassan,4,10,60,6,48,12,3623
59217,KSRTC,23-05-20,Bijapur,Bagalkot,2,7,59,3,47,11,3998
63537,KSRTC,23-05-20,Bengaluru,Bidar,3,3,60,7,48,12,3800
66472,KSRTC,23-05-20,Bagalkot,Mandya,3,9,60,4,48,12,3035
66652,KSRTC,23-05-20,Kolar,Gadag,3,4,60,5,48,12,3427
71600,KSRTC,23-05-20,Ramanagara,Bengaluru,5,1,55,1,44,11,3903
71992,KSRTC,23-05-20,Udupi,Gadag,2,8,60,4,48,12,3303
72106,KSRTC,23-05-20,Bengaluru,Dharwad,3,7,55,1,44,11,4153
73647,KSRTC,23-05-20,Koppal,Bijapur,4,6,60,6,48,12,4093
74050,KSRTC,23-05-20,Bengaluru,Yadgir,1,9,60,3,48,12,3398
75023,KSRTC,23-05-20,Chikballapur,Chitradurga,4,4,56,5,44,11,3767
76624,KSRTC,23-05-20,Kodagu,Bijapur,4,8,56,6,44,11,3734
79951,KSRTC,23-05-20,Chikkamagaluru,Mandya,1,10,56,8,44,11,3595
80996,KSRTC,23-05-20,Chamarajanagar,DakshinaKannada,1,4,55,1,44,11,3729
82275,KSRTC,23-05-20,Chamarajanagar,Hassan,4,4,56,5,44,11,3411
82903,KSRTC,23-05-20,Raichur,Kodagu,5,3,60,3,48,12,3125
84535,KSRTC,23-05-20,Bengaluru,Udupi,2,7,55,1,44,11,3014
84778,KSRTC,23-05-20,Mysuru,Bagalkot,4,1,59,8,47,11,3601
84992,KSRTC,23-05-20,Shivamogga,Kolar,5,6,59,1,47,11,3364
1137,KSRTC,24-05-20,Shivamogga,Chitradurga,5,4,59,2,47,11,4209
2682,KSRTC,24-05-20,Bidar,Mandya,5,5,58,3,46,11,3319
4429,KSRTC,24-05-20,Bijapur,Raichur,5,7,56,7,44,11,4282
4628,KSRTC,24-05-20,Hassan,Tumakuru,2,1,60,7,48,12,4071
6191,KSRTC,24-05-20,Koppal,Kodagu,3,9,58,2,46,11,3218
15352,KSRTC,24-05-20,Yadgir,Bijapur,3,4,59,5,47,11,4384
16869,KSRTC,24-05-20,Bagalkot,Ramanagara,5,5,57,5,45,11,3180
17363,KSRTC,24-05-20,Mandya,Chikballapur,3,7,57,7,45,11,3817
17522,KSRTC,24-05-20,Mysuru,Ballari,4,3,57,1,45,11,3811
17831,KSRTC,24-05-20,Haveri,Raichur,2,1,55,5,44,11,4496
21004,KSRTC,24-05-20,Chikkamagaluru,Bagalkot,2,10,59,7,47,11,3901
27474,KSRTC,24-05-20,Dharwad,Koppal,5,4,60,8,48,12,3181
28675,KSRTC,24-05-20,Davangere,Yadgir,2,9,56,4,44,11,3145
36057,KSRTC,24-05-20,Chikballapur,Gulbarga,2,3,59,6,47,11,4422
36453,KSRTC,24-05-20,Belagavi,DakshinaKannada,4,7,56,1,44,11,3428
40488,KSRTC,24-05-20,Ramanagara,Bijapur,1,2,59,8,47,11,4074
41470,KSRTC,24-05-20,Bijapur,Kolar,2,1,56,6,44,11,3898
46540,KSRTC,24-05-20,Chamarajanagar,Bagalkot,1,3,56,8,44,11,3848
47796,KSRTC,24-05-20,Koppal,Bijapur,2,1,55,7,44,11,3110
55375,KSRTC,24-05-20,Bengaluru,Bagalkot,2,9,55,6,44,11,3477
57218,KSRTC,24-05-20,Belagavi,Kolar,5,7,55,7,44,11,3925
59281,KSRTC,24-05-20,Bengaluru,Hassan,5,8,56,8,44,11,3414
60871,KSRTC,24-05-20,Shivamogga,Bengaluru,1,1,57,7,45,11,4366
62876,KSRTC,24-05-20,Udupi,Mandya,4,2,59,8,47,11,3048
63887,KSRTC,24-05-20,DakshinaKannada,Gadag,2,2,56,7,44,11,3886
65731,KSRTC,24-05-20,Haveri,Karwar,2,3,55,7,44,11,4480
65748,KSRTC,24-05-20,Dharwad,Yadgir,5,6,60,6,48,12,3283
66028,KSRTC,24-05-20,Tumakuru,Udupi,1,4,57,8,45,11,4220
69402,KSRTC,24-05-20,Bijapur,Bidar,5,7,56,2,44,11,3624
71299,KSRTC,24-05-20,Karwar,Yadgir,2,8,56,6,44,11,3218
71857,KSRTC,24-05-20,Hassan,Raichur,4,1,55,1,44,11,3211
72508,KSRTC,24-05-20,Chikkamagaluru,DakshinaKannada,4,4,60,1,48,12,3109
74398,KSRTC,24-05-20,Udupi,Bidar,1,7,60,1,48,12,4237
75690,KSRTC,24-05-20,Chikballapur,Kolar,2,5,57,1,45,11,3661
75880,KSRTC,24-05-20,Yadgir,Kodagu,1,2,56,6,44,11,4310
76886,KSRTC,24-05-20,Tumakuru,Bijapur,2,3,60,6,48,12,3516
78811,KSRTC,24-05-20,Bidar,Karwar,4,8,57,3,45,11,3055
79275,KSRTC,24-05-20,Belagavi,Kodagu,4,5,57,1,45,11,3032
79515,KSRTC,24-05-20,Hassan,Gadag,4,4,55,2,44,11,3978
80079,KSRTC,24-05-20,Ballari,Chikkamagaluru,4,10,57,5,45,11,4254
369,KSRTC,25-05-20,Davangere,Ramanagara,5,8,60,3,48,12,4193
7237,KSRTC,25-05-20,Bagalkot,Raichur,3,2,58,2,46,11,3961
12741,KSRTC,25-05-20,DakshinaKannada,Mysuru,4,1,57,7,45,11,3815
14024,KSRTC,25-05-20,Bijapur,Chikkamagaluru,1,1,58,3,46,11,3224
15118,KSRTC,25-05-20,Chikballapur,Dharwad,1,2,57,1,45,11,3626
16036,KSRTC,25-05-20,Bengaluru,Bidar,5,6,56,3,44,11,4371
16844,KSRTC,25-05-20,Ballari,Ramanagara,4,6,55,4,44,11,3480
17871,KSRTC,25-05-20,Shivamogga,Bijapur,3,1,55,7,44,11,4289
18760,KSRTC,25-05-20,Udupi,Shivamogga,2,2,60,5,48,12,3859
22874,KSRTC,25-05-20,Bidar,Mysuru,5,4,60,2,48,12,3450
23024,KSRTC,25-05-20,Raichur,DakshinaKannada,5,3,60,3,48,12,4032
24028,KSRTC,25-05-20,Karwar,Bengaluru,1,6,59,5,47,11,3174
24929,KSRTC,25-05-20,Ramanagara,Kodagu,4,7,57,5,45,11,4424
33408,KSRTC,25-05-20,Davangere,Davangere,1,7,55,3,44,11,3353
34664,KSRTC,25-05-20,Ballari,Koppal,3,4,56,1,44,11,3149
34911,KSRTC,25-05-20,Tumakuru,Chikballapur,5,4,57,3,45,11,3550
39490,KSRTC,25-05-20,DakshinaKannada,DakshinaKannada,4,4,57,1,45,11,3317
42408,KSRTC,25-05-20,Raichur,Chamarajanagar,1,5,56,3,44,11,3792
43713,KSRTC,25-05-20,Davangere,Raichur,4,9,60,5,48,12,3816
49367,KSRTC,25-05-20,Hassan,Hassan,2,6,60,6,48,12,3309
49766,KSRTC,25-05-20,Chitradurga,Hassan,1,1,59,8,47,11,4116
59232,KSRTC,25-05-20,Kodagu,Bengaluru,4,8,57,3,45,11,3037
59613,KSRTC,25-05-20,Kolar,Udupi,5,6,58,5,46,11,4379
62511,KSRTC,25-05-20,Belagavi,Ballari,5,3,57,6,45,11,4104
64076,KSRTC,25-05-20,Yadgir,Mysuru,1,6,58,1,46,11,3399
66336,KSRTC,25-05-20,Bengaluru,Shivamogga,3,8,59,8,47,11,3631
69957,KSRTC,25-05-20,Gulbarga,Chikkamagaluru,4,2,58,3,46,11,4466
70126,KSRTC,25-05-20,Chikkamagaluru,Bengaluru,1,4,57,6,45,11,3535
77218,KSRTC,25-05-20,Koppal,Ballari,3,9,60,5,48,12,4261
80282,KSRTC,25-05-20,Ballari,Haveri,2,1,57,4,45,11,3148
83167,KSRTC,25-05-20,Bagalkot,Chamarajanagar,3,3,60,8,48,12,3003
83726,KSRTC,25-05-20,Bijapur,Gulbarga,2,8,59,4,47,11,3218
84185,KSRTC,25-05-20,Kolar,Kolar,2,9,56,8,44,11,3516
2013,KSRTC,26-05-20,Chitradurga,Belagavi,3,1,58,3,46,11,3503
3702,KSRTC,26-05-20,Bengaluru,Bijapur,2,10,58,6,46,11,3895
5090,KSRTC,26-05-20,Gulbarga,Chitradurga,4,1,55,2,44,11,3207
6531,KSRTC,26-05-20,Dharwad,Yadgir,1,6,56,4,44,11,4208
10408,KSRTC,26-05-20,Koppal,DakshinaKannada,3,1,59,8,47,11,3092
11810,KSRTC,26-05-20,Shivamogga,Bagalkot,1,6,60,8,48,12,3784
12347,KSRTC,26-05-20,Kodagu,Mandya,1,9,59,4,47,11,3357
12615,KSRTC,26-05-20,Gulbarga,Bagalkot,5,2,57,7,45,11,3344
15845,KSRTC,26-05-20,Gadag,Gadag,5,5,59,7,47,11,3054
17620,KSRTC,26-05-20,Raichur,Bidar,5,8,56,8,44,11,4405
19027,KSRTC,26-05-20,Koppal,Chikballapur,4,10,59,8,47,11,3180
19371,KSRTC,26-05-20,Karwar,Shivamogga,1,7,56,7,44,11,3921
20097,KSRTC,26-05-20,Bijapur,Mysuru,3,2,60,4,48,12,4358
21055,KSRTC,26-05-20,Udupi,Bidar,1,4,56,5,44,11,3980
22262,KSRTC,26-05-20,Kodagu,DakshinaKannada,3,2,56,2,44,11,4391
23396,KSRTC,26-05-20,Ramanagara,Davangere,2,9,56,8,44,11,3852
23486,KSRTC,26-05-20,Koppal,Bidar,3,7,55,6,44,11,3513
23686,KSRTC,26-05-20,DakshinaKannada,Tumakuru,2,9,60,3,48,12,3407
24775,KSRTC,26-05-20,Bengaluru,Gulbarga,3,3,58,5,46,11,4033
28419,KSRTC,26-05-20,Bidar,Kodagu,3,9,58,8,46,11,3426
29190,KSRTC,26-05-20,Karwar,Chamarajanagar,3,8,55,5,44,11,3338
29754,KSRTC,26-05-20,Kodagu,Mandya,4,1,56,7,44,11,4042
29877,KSRTC,26-05-20,Yadgir,Bengaluru,5,9,58,1,46,11,4188
30154,KSRTC,26-05-20,Ramanagara,Dharwad,1,4,55,1,44,11,3162
30718,KSRTC,26-05-20,Bijapur,Chitradurga,1,2,60,5,48,12,3492
32222,KSRTC,26-05-20,Mandya,Chikballapur,3,10,58,2,46,11,4267
42269,KSRTC,26-05-20,Udupi,Mysuru,1,10,55,8,44,11,3753
44105,KSRTC,26-05-20,Chikballapur,Gulbarga,3,3,56,8,44,11,3264
44309,KSRTC,26-05-20,Chitradurga,Mysuru,5,1,55,7,44,11,4185
45354,KSRTC,26-05-20,Bengaluru,Ballari,4,1,55,1,44,11,3937
47716,KSRTC,26-05-20,Hassan,Bengaluru,1,2,60,5,48,12,3968
52992,KSRTC,26-05-20,Koppal,Chamarajanagar,1,3,58,2,46,11,3561
54400,KSRTC,26-05-20,Hassan,Yadgir,4,1,59,5,47,11,4140
54809,KSRTC,26-05-20,Udupi,Yadgir,3,2,55,6,44,11,3437
55557,KSRTC,26-05-20,Hassan,Chikballapur,1,1,55,5,44,11,3890
56328,KSRTC,26-05-20,Tumakuru,Chitradurga,5,2,57,4,45,11,3044
58234,KSRTC,26-05-20,Bijapur,Raichur,2,7,60,2,48,12,3888
59383,KSRTC,26-05-20,Haveri,Kodagu,5,9,60,2,48,12,3009
63941,KSRTC,26-05-20,Udupi,Chikkamagaluru,5,4,56,8,44,11,3917
65386,KSRTC,26-05-20,Chitradurga,Dharwad,4,8,56,4,44,11,4012
66127,KSRTC,26-05-20,Bidar,Ramanagara,3,6,59,6,47,11,3142
69452,KSRTC,26-05-20,Ballari,Kodagu,1,1,55,7,44,11,3426
72584,KSRTC,26-05-20,Haveri,Koppal,4,2,57,8,45,11,3552
73995,KSRTC,26-05-20,Hassan,Yadgir,5,4,58,7,46,11,3238
74272,KSRTC,26-05-20,Tumakuru,Bidar,3,1,60,5,48,12,4452
76609,KSRTC,26-05-20,Shivamogga,Mandya,1,8,56,6,44,11,3066
77679,KSRTC,26-05-20,Mandya,Ballari,2,4,60,1,48,12,4396
78010,KSRTC,26-05-20,Chitradurga,Bengaluru,3,7,60,5,48,12,3457
79060,KSRTC,26-05-20,Chamarajanagar,Bijapur,5,6,58,3,46,11,3919
79440,KSRTC,26-05-20,Gadag,Hassan,2,4,56,6,44,11,4437
79639,KSRTC,26-05-20,Kodagu,Hassan,5,3,56,5,44,11,3188
80762,KSRTC,26-05-20,Koppal,Karwar,3,9,58,8,46,11,4160
83514,KSRTC,26-05-20,DakshinaKannada,Tumakuru,2,5,59,5,47,11,3621
84130,KSRTC,26-05-20,Haveri,Bengaluru,5,6,57,7,45,11,3934
1127,KSRTC,27-05-20,Hassan,Koppal,1,9,56,5,44,11,3041
8797,KSRTC,27-05-20,Udupi,Mandya,5,8,59,7,47,11,3282
14812,KSRTC,27-05-20,Bidar,Davangere,3,3,58,6,46,11,4480
15549,KSRTC,27-05-20,Ramanagara,Chikkamagaluru,5,5,58,1,46,11,3444
21900,KSRTC,27-05-20,Gadag,Shivamogga,2,7,55,6,44,11,3360
22032,KSRTC,27-05-20,Belagavi,Kodagu,3,6,59,7,47,11,3422
23170,KSRTC,27-05-20,Mandya,Hassan,5,8,57,3,45,11,3564
24993,KSRTC,27-05-20,Ramanagara,Gulbarga,1,4,60,8,48,12,3623
28471,KSRTC,27-05-20,Mysuru,Koppal,5,9,57,1,45,11,3263
30064,KSRTC,27-05-20,Shivamogga,Mysuru,1,7,57,3,45,11,3963
31955,KSRTC,27-05-20,Tumakuru,Ramanagara,4,4,55,8,44,11,4391
33959,KSRTC,27-05-20,Udupi,Yadgir,1,1,60,3,48,12,3271
34705,KSRTC,27-05-20,Gadag,Bagalkot,5,7,59,5,47,11,3235
37943,KSRTC,27-05-20,Udupi,DakshinaKannada,2,1,57,1,45,11,4094
38585,KSRTC,27-05-20,Ramanagara,Bidar,3,1,59,8,47,11,3142
43742,KSRTC,27-05-20,Gadag,Yadgir,1,5,60,6,48,12,3249
48027,KSRTC,27-05-20,Bagalkot,Hassan,5,6,56,4,44,11,3342
53320,KSRTC,27-05-20,Bagalkot,Koppal,4,10,59,3,47,11,4103
55844,KSRTC,27-05-20,Chitradurga,Raichur,1,7,58,8,46,11,4313
56913,KSRTC,27-05-20,Kolar,Mandya,4,7,59,5,47,11,3498
58075,KSRTC,27-05-20,Belagavi,Yadgir,4,1,56,2,44,11,3300
58083,KSRTC,27-05-20,Chamarajanagar,Mysuru,4,5,57,2,45,11,3911
62551,KSRTC,27-05-20,Bengaluru,Gadag,4,9,59,3,47,11,3146
64414,KSRTC,27-05-20,Karwar,Dharwad,5,1,59,3,47,11,3524
65879,KSRTC,27-05-20,Bagalkot,Mandya,1,2,60,8,48,12,4090
68255,KSRTC,27-05-20,Ballari,Ballari,4,8,56,3,44,11,4299
68813,KSRTC,27-05-20,Gulbarga,Davangere,4,8,56,8,44,11,3114
68837,KSRTC,27-05-20,Kodagu,DakshinaKannada,1,8,57,5,45,11,4200
73573,KSRTC,27-05-20,Davangere,Bengaluru,4,3,58,7,46,11,3999
74356,KSRTC,27-05-20,Hassan,Davangere,4,7,58,7,46,11,3574
75353,KSRTC,27-05-20,Karwar,DakshinaKannada,2,5,56,2,44,11,3952
75738,KSRTC,27-05-20,Yadgir,Chikkamagaluru,1,8,59,4,47,11,4318
77175,KSRTC,27-05-20,Haveri,Gulbarga,5,1,60,3,48,12,4471
78966,KSRTC,27-05-20,Bijapur,DakshinaKannada,3,10,60,3,48,12,3703
82058,KSRTC,27-05-20,Bengaluru,Ballari,1,5,60,7,48,12,4317
82196,KSRTC,27-05-20,Bidar,Haveri,1,4,56,6,44,11,3375
1266,KSRTC,28-05-20,Ramanagara,Mandya,3,4,60,8,48,12,4361
4349,KSRTC,28-05-20,Chamarajanagar,Mysuru,2,6,59,5,47,11,3029
4514,KSRTC,28-05-20,Gulbarga,Yadgir,2,4,60,3,48,12,3949
4934,KSRTC,28-05-20,Kolar,Karwar,4,5,60,6,48,12,3670
5518,KSRTC,28-05-20,Ramanagara,Kolar,3,7,55,8,44,11,3341
9515,KSRTC,28-05-20,Raichur,Chikkamagaluru,1,2,59,1,47,11,3747
10054,KSRTC,28-05-20,Yadgir,Udupi,3,6,57,7,45,11,3006
10060,KSRTC,28-05-20,Belagavi,Karwar,5,10,57,8,45,11,3312
15375,KSRTC,28-05-20,Belagavi,Chitradurga,1,3,60,5,48,12,3855
19224,KSRTC,28-05-20,Mandya,Kolar,2,3,59,5,47,11,3187
19483,KSRTC,28-05-20,Bengaluru,Chikkamagaluru,3,9,56,5,44,11,3900
19676,KSRTC,28-05-20,Haveri,Davangere,1,10,56,2,44,11,4479
24818,KSRTC,28-05-20,Bidar,Chitradurga,3,10,55,4,44,11,4240
25122,KSRTC,28-05-20,Koppal,Chitradurga,4,1,58,7,46,11,4024
25634,KSRTC,28-05-20,Gulbarga,Ramanagara,2,5,60,4,48,12,4271
25693,KSRTC,28-05-20,Bengaluru,Bagalkot,5,2,56,6,44,11,3665
31282,KSRTC,28-05-20,Chitradurga,Gadag,2,7,57,7,45,11,3136
33299,KSRTC,28-05-20,Kodagu,Ballari,4,10,58,4,46,11,4446
34788,KSRTC,28-05-20,Gadag,Hassan,5,10,60,4,48,12,3565
36506,KSRTC,28-05-20,DakshinaKannada,Kolar,1,1,56,7,44,11,3235
39069,KSRTC,28-05-20,Hassan,Dharwad,1,6,59,4,47,11,3698
39822,KSRTC,28-05-20,Udupi,Ramanagara,3,2,60,4,48,12,4339
41500,KSRTC,28-05-20,Bagalkot,Karwar,2,6,57,6,45,11,4162
43611,KSRTC,28-05-20,Kolar,Bijapur,3,7,56,3,44,11,3267
47322,KSRTC,28-05-20,Mysuru,Bagalkot,5,10,58,6,46,11,3026
50142,KSRTC,28-05-20,Ramanagara,Kodagu,2,10,56,3,44,11,3619
51500,KSRTC,28-05-20,Belagavi,Raichur,5,8,60,5,48,12,3093
51641,KSRTC,28-05-20,Bagalkot,Davangere,1,3,57,7,45,11,3400
56158,KSRTC,28-05-20,Bagalkot,DakshinaKannada,4,6,59,2,47,11,4158
61680,KSRTC,28-05-20,Yadgir,Chikkamagaluru,3,8,57,6,45,11,3719
67200,KSRTC,28-05-20,Gadag,Chikkamagaluru,1,6,57,8,45,11,3743
67327,KSRTC,28-05-20,Bengaluru,Chitradurga,4,6,55,6,44,11,4030
70147,KSRTC,28-05-20,Bengaluru,Haveri,3,3,60,3,48,12,3197
70968,KSRTC,28-05-20,Chikkamagaluru,Belagavi,4,4,57,5,45,11,3800
72257,KSRTC,28-05-20,Tumakuru,Bagalkot,2,8,55,4,44,11,4194
73432,KSRTC,28-05-20,Haveri,Belagavi,3,9,59,7,47,11,3488
73453,KSRTC,28-05-20,Davangere,Shivamogga,4,9,56,5,44,11,3052
75253,KSRTC,28-05-20,Udupi,Haveri,3,1,57,8,45,11,3133
78445,KSRTC,28-05-20,Bidar,Bidar,4,3,60,3,48,12,3470
80767,KSRTC,28-05-20,Chamarajanagar,Udupi,3,9,57,2,45,11,3351
80840,KSRTC,28-05-20,Karwar,Belagavi,2,1,58,2,46,11,3617
80905,KSRTC,28-05-20,Kolar,Shivamogga,3,4,58,3,46,11,4263
81089,KSRTC,28-05-20,Gadag,Koppal,4,6,57,2,45,11,3793
81245,KSRTC,28-05-20,Dharwad,DakshinaKannada,2,9,58,2,46,11,3310
82033,KSRTC,28-05-20,Tumakuru,Ramanagara,2,9,59,6,47,11,4456
82486,KSRTC,28-05-20,Kolar,Hassan,3,4,59,8,47,11,4016
83674,KSRTC,28-05-20,Kolar,Chamarajanagar,3,3,59,7,47,11,3927
85322,KSRTC,28-05-20,Karwar,Gulbarga,3,8,55,5,44,11,3949
1380,KSRTC,01-06-20,Haveri,Dharwad,4,8,55,5,44,11,3793
6428,KSRTC,01-06-20,DakshinaKannada,Chikkamagaluru,3,8,57,2,45,11,3772
7035,KSRTC,01-06-20,Bijapur,Haveri,5,4,57,7,45,11,4447
9110,KSRTC,01-06-20,Chitradurga,Ramanagara,5,9,57,4,45,11,4420
14995,KSRTC,01-06-20,Bagalkot,Bidar,5,3,55,7,44,11,3753
15533,KSRTC,01-06-20,Bengaluru,Kolar,2,3,55,2,44,11,4127
16077,KSRTC,01-06-20,Koppal,Bengaluru,1,2,58,3,46,11,3532
19262,KSRTC,01-06-20,Dharwad,Bengaluru,4,2,60,8,48,12,4203
24004,KSRTC,01-06-20,Yadgir,Chamarajanagar,2,2,58,7,46,11,4255
25234,KSRTC,01-06-20,Tumakuru,Raichur,2,7,55,8,44,11,3981
25753,KSRTC,01-06-20,Bijapur,Chikkamagaluru,2,9,56,4,44,11,3484
25937,KSRTC,01-06-20,Bengaluru,Hassan,2,9,58,2,46,11,3281
26231,KSRTC,01-06-20,Ballari,Chamarajanagar,4,5,58,6,46,11,3823
28089,KSRTC,01-06-20,Dharwad,Chikkamagaluru,3,8,56,4,44,11,3757
29133,KSRTC,01-06-20,Haveri,Karwar,5,3,59,5,47,11,4362
31653,KSRTC,01-06-20,Mandya,Kodagu,5,1,57,1,45,11,4168
31801,KSRTC,01-06-20,Bengaluru,Belagavi,4,3,57,8,45,11,4486
33746,KSRTC,01-06-20,Bijapur,Belagavi,4,7,59,5,47,11,4052
34211,KSRTC,01-06-20,Bagalkot,Chikkamagaluru,5,10,55,8,44,11,3429
40027,KSRTC,01-06-20,Bijapur,Chikballapur,2,10,55,7,44,11,3590
44610,KSRTC,01-06-20,Raichur,Bagalkot,1,4,55,7,44,11,4360
48098,KSRTC,01-06-20,Ballari,Dharwad,1,2,55,4,44,11,3459
53391,KSRTC,01-06-20,Udupi,DakshinaKannada,5,4,55,6,44,11,4108
53913,KSRTC,01-06-20,Ramanagara,Haveri,3,9,60,7,48,12,4024
54509,KSRTC,01-06-20,Ramanagara,Davangere,3,2,57,3,45,11,3230
54798,KSRTC,01-06-20,Gadag,Udupi,4,7,58,7,46,11,3331
56016,KSRTC,01-06-20,Karwar,Bagalkot,5,9,55,2,44,11,3890
59876,KSRTC,01-06-20,Kolar,Chikballapur,3,10,55,5,44,11,3672
63732,KSRTC,01-06-20,Chamarajanagar,Chitradurga,3,8,60,4,48,12,3876
65873,KSRTC,01-06-20,Belagavi,Chikkamagaluru,4,3,59,4,47,11,3542
67158,KSRTC,01-06-20,Hassan,Bijapur,1,6,60,2,48,12,3491
68171,KSRTC,01-06-20,Mysuru,Koppal,3,7,55,4,44,11,3619
75635,KSRTC,01-06-20,Mysuru,Tumakuru,5,5,56,2,44,11,3575
75743,KSRTC,01-06-20,Chikkamagaluru,Gadag,4,2,56,2,44,11,4068
79087,KSRTC,01-06-20,DakshinaKannada,Bagalkot,1,2,59,3,47,11,4449
79139,KSRTC,01-06-20,Gadag,Gulbarga,2,5,58,6,46,11,4027
79640,KSRTC,01-06-20,DakshinaKannada,Karwar,1,5,57,8,45,11,3415
81522,KSRTC,01-06-20,Ballari,Chitradurga,1,5,56,5,44,11,3331
1244,KSRTC,02-06-20,Karwar,Bengaluru,4,10,57,3,45,11,4499
1654,KSRTC,02-06-20,Yadgir,Gadag,4,10,56,6,44,11,4270
2834,KSRTC,02-06-20,Kodagu,Hassan,4,7,60,7,48,12,3268
3891,KSRTC,02-06-20,Davangere,Belagavi,1,7,57,2,45,11,3190
10392,KSRTC,02-06-20,Yadgir,Bagalkot,5,7,59,3,47,11,3791
11864,KSRTC,02-06-20,Chikballapur,Kolar,1,2,60,7,48,12,3691
16799,KSRTC,02-06-20,Chikballapur,Belagavi,4,3,55,5,44,11,3408
20950,KSRTC,02-06-20,Kolar,Chitradurga,4,4,56,5,44,11,4098
20992,KSRTC,02-06-20,Chamarajanagar,Davangere,3,5,59,8,47,11,3504
22688,KSRTC,02-06-20,Davangere,Bagalkot,5,1,55,3,44,11,4255
22780,KSRTC,02-06-20,Chamarajanagar,Shivamogga,5,10,57,1,45,11,4417
23669,KSRTC,02-06-20,Bengaluru,Dharwad,3,3,56,4,44,11,3523
24308,KSRTC,02-06-20,Bengaluru,Kolar,1,10,55,8,44,11,3352
24857,KSRTC,02-06-20,Belagavi,Kolar,1,4,57,3,45,11,4023
25143,KSRTC,02-06-20,Mandya,Haveri,1,4,59,5,47,11,3561
27309,KSRTC,02-06-20,Davangere,Gadag,2,8,58,3,46,11,4383
31452,KSRTC,02-06-20,Bengaluru,Hassan,4,2,60,8,48,12,4139
31537,KSRTC,02-06-20,Udupi,Chikkamagaluru,2,2,55,7,44,11,3160
34007,KSRTC,02-06-20,Raichur,Kodagu,2,1,57,8,45,11,3322
34562,KSRTC,02-06-20,Chitradurga,Chitradurga,3,1,56,6,44,11,4036
34671,KSRTC,02-06-20,Kolar,Dharwad,1,1,58,4,46,11,3581
37833,KSRTC,02-06-20,Belagavi,Davangere,1,7,58,6,46,11,3181
37974,KSRTC,02-06-20,Mandya,Bijapur,5,1,59,8,47,11,4379
38032,KSRTC,02-06-20,Yadgir,Davangere,5,10,57,5,45,11,3683
41778,KSRTC,02-06-20,Koppal,Chikballapur,5,9,56,3,44,11,3683
47173,KSRTC,02-06-20,Bagalkot,Chikballapur,5,8,55,7,44,11,4173
47788,KSRTC,02-06-20,Shivamogga,Tumakuru,5,8,56,6,44,11,3624
48607,KSRTC,02-06-20,Raichur,Bengaluru,4,1,59,6,47,11,3957
